Date (month/day/year)	Time (UTC)	Latitude (degrees)	Longitude (degrees)
10/26/2009	12:50:20 AM	47.66878	-122.38590
10/26/2009	12:50:25 AM	47.66880	-122.38588
10/26/2009	12:50:30 AM	47.66878	-122.38587
10/26/2009	12:50:35 AM	47.66878	-122.38587
10/26/2009	12:50:40 AM	47.66877	-122.38587
10/26/2009	12:50:45 AM	47.66877	-122.38580
10/26/2009	12:50:50 AM	47.66875	-122.38580
10/26/2009	12:50:55 AM	47.66873	-122.38580
10/26/2009	12:51:00 AM	47.66872	-122.38580
10/26/2009	12:51:05 AM	47.66868	-122.38577
10/26/2009	12:51:10 AM	47.66868	-122.38578
10/26/2009	12:51:15 AM	47.66867	-122.38582
10/26/2009	12:51:20 AM	47.66867	-122.38583
10/26/2009	12:51:25 AM	47.66865	-122.38580
10/26/2009	12:51:30 AM	47.66865	-122.38582
10/26/2009	12:51:35 AM	47.66867	-122.38583
10/26/2009	12:51:40 AM	47.66870	-122.38583
10/26/2009	12:51:45 AM	47.66872	-122.38585
10/26/2009	12:51:50 AM	47.66875	-122.38588
10/26/2009	12:51:55 AM	47.66877	-122.38588
10/26/2009	12:52:00 AM	47.66880	-122.38588
10/26/2009	12:52:05 AM	47.66880	-122.38590
10/26/2009	12:52:10 AM	47.66882	-122.38588
10/26/2009	12:52:15 AM	47.66883	-122.38587
10/26/2009	12:52:20 AM	47.66877	-122.38582
